Username,Like_Count,Created_At,Comment
otter.430152,0,2024-09-24 14:30:39,🙏🙏🙏🙏🙏🙏🙏
_ayush_mann_08,0,2024-09-24 13:54:54,❤️🙌
walaunbangsat,0,2024-09-24 12:31:41,They worship anything but God.
randeep.___,0,2024-09-24 11:51:02,Bollywood king🙏😍
hariomshukla4027,0,2024-09-24 11:09:37,Jai Shri Ganshaya Namha 👏🕉️
silent_boy5884,0,2024-09-24 10:39:21,🕉️🙏
_rohit_biswas,0,2024-09-24 09:44:21,🙏🙏
kgdjcyes,0,2024-09-24 09:38:32,❤️❤️❤️❤️
bhaskargoswami5,0,2024-09-24 08:05:54,Bullo ki jali na?😂 Ganpati Bappa morya 🙏
xx__tanmay__93,0,2024-09-24 07:59:09,Jay shree ganesha
xx__tanmay__93,0,2024-09-24 07:59:03,Ganpati bappa morya
xx__tanmay__93,0,2024-09-24 07:58:58,Jay shree ganesha
xx__tanmay__93,0,2024-09-24 07:58:56,Jay shree ganesha
xx__tanmay__93,0,2024-09-24 07:58:53,Ganpati bappa morya
xx__tanmay__93,0,2024-09-24 07:58:50,Ganpati bappa morya
raun_ak9897,0,2024-09-24 07:28:41,Srk respect of all gods that we not defference 🕉️
r_u_shi________,1,2024-09-24 07:25:02,Allahh hidayat de 🙏🕉️
bipulgupta44,0,2024-09-24 07:05:23,rasgula Bali coment box mi nahi dikh rahi hai
porelamiya6,0,2024-09-24 05:43:51,A
porelamiya6,0,2024-09-24 05:43:49,A
infinity_true_111,0,2024-09-24 05:36:10,ये तो क़ुरान के खिलाफ काम कर रहा है शिर्क  है ये अल्लाह इसको हिदायत दे
nasimkhan8738,0,2024-09-24 05:30:41,🙏
pak.drama.clipz,0,2024-09-24 03:28:59,Shahruk khan teri maa di chut
vikash_fitnesslover,0,2024-09-24 03:12:56,Chuslim rone wala corner😂😂
_manish7891,0,2024-09-24 02:51:08,Rasgulla 😂😂😂😂
rangarajan354,0,2024-09-22 05:34:16,🙏🙏🕉️🕉️
sukumar_56562,0,2024-09-24 02:35:55,Ganpati bappa morya 🕉️🕉️🕉️🕉️🕉️🕉️
miyaahamda,0,2024-09-24 02:02:43,😍🙏
tuglak_haseeb161189,0,2024-09-23 20:00:06,SRKeshawar महाराज 😂
venkatesh.gollapalli,0,2024-09-23 18:37:22,Back side Sandeep Reddy Vanga 🙌
the_gentelmen786,1,2024-09-23 17:16:48,Itna Dard mullo ka Abe nahi saha jata hai bechare Chuslam ke chutiyo ki gaand me.aag lagi paadi hai Shirk or astagfirullah wale kahi nahi dikh rahe hai 😂😂😂😂😂🕉️🕉️🕉️🕉️🕉️
ar.yadav,0,2024-09-23 16:41:05,Andh bhakt... attendance lagao... hindu muslim wala...😂
arungupta4903,0,2024-09-23 16:40:51,Ganapati Bappa morya
sahilbankwi,14,2024-09-23 16:20:33,भगवान की भी शान बढ़ा दी SRK ने 🔥
gaganrawat69.online,0,2024-09-23 15:01:17,❤️
mat_the_2028,0,2024-09-23 14:45:53,"they will know when angel of death coming, and that time they know what is wrong with itself"
mannkumar5156,0,2024-09-23 14:28:58,Jai shree Ganesha 🚩🙏🙏🙏🙏🚩🚩🙏🌹🌹🌹❤
iamharshsomu,0,2024-09-23 14:04:33,Rone wale aa jao 😂 roo lo thoda
ghosh_lila,0,2024-09-23 13:49:28,King khan you r great 🙏🙏🙏🙏
hemalvara15,2,2024-09-23 13:49:27,When king bows down to the supreme KING 👑
khetriswarup,0,2024-09-23 13:47:33,🔥❤️
ashutosh3704,4,2024-09-23 13:09:23,राधे-राधे-राधे-राधे-राधे❤️❤️❤️❤️
its_anshjha_18,0,2024-09-23 12:41:05,Jo shahrukh Khan Se Bhi Ganpati Bappa Morya Bul Va De Usse Hi Ganpati Ji Bolte Hai
yamraj_2004,0,2024-09-23 12:31:05,Bhakti❎ dikhava✅
r.rajib9,0,2024-09-23 12:03:50,"Jisne bhi insaaniyat ko sabse upar maan liya usne duniya jeet liya. SRK is a good human being, he knows what is life and how to win all battles a human has to face in life."
aftab_ayan_09,0,2024-09-23 11:28:31,Ye shirk hai allah kabhi maf nhi karte 😢
gauravbhoir94,0,2024-09-23 11:19:02,अब कहाँ है..अंधभक्त..जाती-धर्मवादी भडवे...🔥🙌😂
reclaiming_bhaarat,0,2024-09-23 11:18:05,FACTORY RESET HO GAYA 🕉️🙌
rahuljain9296,0,2024-09-23 10:44:46,Astagfirullalalalaalalallalalalalalaalalalal
mohit___pal___12_,0,2024-09-23 09:36:10,🙏❤️❤️🕉️
chora_merotha_ji_ka_01k,0,2024-09-23 09:15:13,Ram Raj@y 🕉️
niteshrathore0987,0,2024-09-23 09:07:48,Notanki baz SRK
ronaldopangeztu,0,2024-09-23 08:52:44,
umasingh5926,0,2024-09-23 08:10:13,
umasingh5926,0,2024-09-23 08:10:07,🙏🙏🙏🙏🙏🙏🙏🙏
chhaya________d,0,2024-09-23 08:05:39,❤️
mr_ashish_pattnaik,0,2024-09-23 07:56:57,Jay shree ganesh 🙏🙏🕉️🕉️
ravijeet36,0,2024-09-23 07:56:03,🙏🙏
tanushreechowdhury71,0,2024-09-23 07:55:10,❤️
shiwu___sharma,0,2024-09-23 07:32:12,😍🙏🕉️🕉️🕉️🕉️🕉️🕉️
puspendrashukla_,0,2024-09-23 07:14:28,🕉️🕉️
puspendrashukla_,0,2024-09-23 07:14:25,Ganpati Bappa morya 🙏🌼🌸🌼🕉️🙏
_.atif._3030,0,2024-09-23 06:07:16,Respect!! ❤️
firoj.patel.71216141,0,2024-09-23 05:55:42,Par apne aap ko Hindu kahne wale logo maldar aur selebriti musalman kyu chaahiye pta nhi
chandan_________kumar6,0,2024-09-23 05:45:02,Jay shree Ganesh ji 🙏🙏🕉️🕉️
sanchit.singh.71,0,2024-09-23 05:37:35,Sab dikhawa. Aur kuch nahi!! 😂
salmans2271,0,2024-09-23 05:23:03,Chutiya….. pagal ho giya yeh sala.. Asal me Dargaya yeh bulla
santoshkumarmishra8739,0,2024-09-23 03:48:45,🙏❤️
yon10zong,0,2024-09-23 02:44:44,🙏🙏🙏❤️❤️
shivakushwahmadwasa,0,2024-09-23 00:11:26,Jai shree Ram 🙏🙏🙏
skills_666,0,2024-09-22 23:41:46,❤️❤️❤️❤️❤️🕉️
abhijeet___03____,0,2024-09-22 20:30:35,😍😍🙏🙏🕉️🕉️
meeraaa_1997_,0,2024-09-22 19:55:27,🙏🙏🙏
zala.amit2,0,2024-09-22 04:53:41,Sirf insaniyat srk
ved__pvt_,0,2024-09-22 19:45:52,That's why he is the biggest indian actor....... ❤️ he knows he is just human so respecting every religion doesn't change the fact we are just human 😍
sanjaythakur70415610,0,2024-09-22 19:25:08,y Inko Bhagwan man lete hain chutiya
sanjaythakur70415610,0,2024-09-22 19:24:39,Yah sala bada wala khakar ghur Jata Hai sharm karo
sanjaythakur70415610,0,2024-09-22 19:24:27,Apna Dharm Mein Kabhi Khushi Nahin dega Muslim Banna Padega
zzbmbar,0,2024-09-22 18:29:36,Srk apni magfirat ki dua kar tu to gya
bppa05,0,2024-09-22 18:16:01,Ganpati Bappa Morya Ji 🙌❤️
bppa05,0,2024-09-22 18:15:17,Ganpati Bappa Morya Ji 🙌❤️
padhi_sabita,0,2024-09-22 18:05:46,Jarur thuk k laya hoga
mr.gauravmagwana,0,2024-09-22 17:16:54,🙌❤️🙌
jayesh210224,2,2024-09-22 16:37:05,गणपती बाप्पा मोरया ❤️🙏🕉️
balbirshivgotra,0,2024-09-22 16:36:33,दुखी वो लोग रहते हैं जो आपने आप कट्टर धर्मबाड़ी मानते हैं वह लोग हमेशा ही दुखी रहते हैं परिवार दुखी संसार दुखी
iftekhar_adil,0,2024-09-22 16:18:30,Shahrukh....this is shirk
chunilal.patil.792,0,2024-09-22 16:09:59,ये  सीरप  दिखावा  है
patel897ashutosh,0,2024-09-22 16:05:41,Yahi to chahiye desh me ek dusre ke religion ko respect de but mullo ke liye haram h
pickuplinesforgirls,0,2024-09-22 15:55:01,Mullo ko safai jaruri h yha par hinduo ek Ho jao inko pakistan bhejna h
samir_khan_1530,0,2024-09-22 15:52:20,Astagfirullah
apoorva______rao,0,2024-09-22 15:29:00,Where is Astagfirullah people. 😂  he is real Indian he knows his Root's it means he didn't leave his culture as well.. He respect & believe both religion🔥
rajput1d1d,0,2024-09-22 15:01:58,Rashgulaaa walle 😂
ashxhetry591,0,2024-09-22 13:56:46,Jai Shree Ganesha 🙏👏🔥🙌❤️🕉️
sarwarkhan4964,0,2024-09-22 13:53:16,BHADWAY IMAAN BHUL GAYA KABAR MAI TERA ACCHA HISAB HOGA BHADWAY KHALI PUBLICITY KEY LIY IMAAN KO BHUL GAYA
spriyam09,0,2024-09-22 13:43:33,❤️❤️❤️❤️🥰🥰🥰🥰🥰🥰🥰🙏
pritiashok009,1,2024-09-22 13:33:25,Where is Gouri ma'am ❤️
amit_kuamar___ram,0,2024-09-22 11:35:15,चमचों को कैसा फील होता होगा ये सब देख कर
sumithra_sai_10,0,2024-09-22 11:19:29,He believes in Allah that's why he respects other religious rituals too🙏👏
aayat_siddigue786786,0,2024-09-22 11:08:15,Astaghfirullah kuchh bhi
mandakini4042,0,2024-09-22 11:07:05,🙏🙏🙏
umeshpinki1214,10,2024-09-22 10:41:54,"यह असली मुस्लिम, असली मुस्लिम वही ज़ो हिन्दुओ के धर्म से भेदभाव न करे"
shiv__________suman45eeee,1,2024-09-22 10:38:43,God ek hi hai bs insaniyat honi chahiye
mithlesh_thakurofficial21,0,2024-09-22 10:15:10,Rasgulla bolne wale kaha he🕉️
udayunight,0,2024-09-22 10:13:47,Respect 🙏
nasimias2,1,2024-09-22 10:02:52,Astagfirullah le aagaya ab ukhad le kya ukhad na hai
ahmed_masum666,8,2024-09-22 09:18:31,Srk fan like here
sana_837_,0,2024-09-22 09:01:57,Srk nhi
rishiv612,0,2024-09-22 08:46:19,Shameless community only community to do terrorism lost most wars most uneducated and bhikhari muslim . Camel ka moot pene wale log aur 9 saal ki bachi se
itsonlyinjamul,1,2024-09-22 08:45:23,yah log Pathan wali cinema mein boycott kar raha tha 😂😂 SRK ab secular Ho Gaya😂😂😂
abdullahsarfraz560,0,2024-09-22 08:39:26,Name ka muslman🙏
a.k.sankhla_047,0,2024-09-22 08:33:20,Converted muslims crying in corner 😂
priyankalawrence9,0,2024-09-22 08:30:04,Nautanki saale. ..I wish this bollywood gets dissolved completely.
jagannath_848,1,2024-09-22 08:29:22,Hamara Desh hi aisi hai jati dharm nahin hai ❤️❤️❤️🙏🙏🙏😍😍 Jay Shree Ganesh 🙏❤️ Bhagawan Shahrukh Khan sir ko bahut achha se rakhiye Prabhu 😍😍😍🙏🙏🙏🙏🕉️🕉️🕉️🕉️
saar.a9866,10,2024-09-22 08:18:34,🙌respect all religions
bhawna7212,11,2024-09-22 08:16:24,Ganpati Bappa morya 🕉️🕉️
cpm_dyno_02,1,2024-09-22 07:29:33,educated people are on whole different level🙏
zara.2035220,0,2024-09-22 07:02:49,Aisha koi hindu actor kyu nhi krta 😂😂😂.....sab Muslim actor hee secular bante phir rhe hai aur hindu population ka attention seek krna ache sai jante hai...well done😂...aur hindu issi mein khush ho rhe ki Muslims roo rhe...ham bhala inn janwar jaise actors ke liye kyu royenge😂😂😂😂😂dream kiddos dream
stran__ger__0000,1,2024-09-22 06:17:40,
_iam.shashi_,1,2024-09-22 04:47:53,❤️🙌
nitishmishra424,0,2024-09-22 04:43:07,देखने से तो यही लग रहा है कि यह लोग धर्म को नहीं मानते हैं लेकिन आज अगर केरल में बाढ़ आ जाए तो 50 करोड़ दान कर देंगे लेकिन अगर कहीं हिंदू बाहुल्य क्षेत्र में बाढ़ आ जाए तो ₹1 भी दान नहीं करेंगे
dharmendrasingh1168,0,2024-09-22 04:39:38,लो मूत दिया इस्लाम के ऊपर
bliss.fulsoul_,0,2024-09-22 04:31:56,❤️
cricket_lover8858,0,2024-09-22 04:29:36,Har Har mahadev
kunalmomaya,0,2024-09-22 04:13:02,Iss baar kahi nai gaya
sohelsaiyadsohel,0,2024-09-22 03:49:01,Allahu Akbar sirk kaam kr rahe ho aap Islam se bahar ho gaye ho gusal kro aur kalma padhlo.....Aur aapka Nikaah Tut Gaya hai ...kuch paise k liye shirk mat kro kal medane mehshr me bi Allah ko muh dikhana hai .....kafir ka musalman hona bahoot Aasan Musalman ka Musalman hona bahoot mushkil hai ....Allah Aapko Neak Hidayt de.....Aamin
anish__kaymakhani01,0,2024-09-22 02:41:04,Respect ❤️
_apourbo_ad,0,2024-09-22 02:27:11,Andh namaji ki jal raha hoga 😂pichwara
muhammad1622khan,1,2024-09-22 02:15:04,Allah Hu Akbar
arjunprajapat2275,0,2024-09-22 02:07:39,अस्तगफिरुल्लाह वाले कहां बैठे हैं😂😂
deba_adhikari_,0,2024-09-22 02:04:16,SRK
zara_khan12233,0,2024-09-22 01:32:35,Narak hai tum logon per
azeema512022,0,2024-09-22 00:46:04,"Astaghfirullahaladziim...so sad with him , he is confuse with his ownself , not know the right way..😧"
jaiminmehta_,0,2024-09-22 00:16:46,Secularism at its peak 👏👏
_rafail__89,0,2024-09-21 21:00:16,Murti  to khushi ho gi😂 na to chal skti na to dekh skti
solkar_ameen,0,2024-09-21 20:30:02,Akhir kabar me hi Jane wala h . Na ke ap jaise tandoori bnayenge 😂😂😂😂😂
mr_ravi_kumar_880,0,2024-09-21 20:14:23,😍🕉️🙏
nenaprincess_23,0,2024-09-21 19:24:02,❤️❤️❤️
nenaprincess_23,0,2024-09-21 19:23:59,😍😍😍
mr_vivek0075,16,2024-09-21 18:07:34,🙏🌺 Ganpati Bappa Morya🌺🙏
telugu_hollywood_wonders,0,2024-09-21 17:53:02,Backside sandeep reddy vanga 🙌🔥🕉️
golu_jaan_310877,0,2024-09-21 17:51:41,🙏🙏🙏🕉️🕉️🕉️
abhisheksinghkunder,0,2024-09-21 17:39:49,Srk my sweet hero 🙏🙏🙏
zafarmughal860,0,2024-09-21 17:35:40,🙏🙏🙏🙏
zafarmughal860,0,2024-09-21 17:35:33,😡😡😡😡😡😡😡😡
so.uvik7109,0,2024-09-21 16:29:55,🕉️🕉️🕉️🕉️🕉️🕉️
er_ajay_kumar_802210,1,2024-09-21 16:27:12,❤️❤️❤️❤️❤️
_areeja10,3,2024-09-21 16:14:52,Astagfirullah 🙏🙏🙏🙏
vaibhavchourasia0,0,2024-09-21 16:06:19,Notanki
shahrukh.shekh786,0,2024-09-21 14:59:40,🙏
nag_aratna2024,0,2024-09-21 14:56:45,Hey harami srk Tu muslim hai aur muslim hi rahega hindu banene ki koshish bhi mat kar
rao_ajay_pratap_yadav_01,0,2024-09-21 14:27:51,Jai ganpati bappa
shobith_.__,0,2024-09-21 14:23:10,Srk❤️
valkundak,0,2024-09-21 13:58:47,Kidhar hai shantidut...duniya bhar mein Ashanti failane wale ..
hazarika95836,0,2024-09-21 13:53:17,My favourite Hero Shahrukh Khan ❤️
imshivapatil123,0,2024-09-21 13:39:36,Ha srk aahe ki ibrahim khaeri tech samjat nahi
sagarraees.kumar1133,0,2024-09-21 13:36:01,Ganpati bappa morya 🙏🙏
mohammedjaved9991,0,2024-09-21 13:24:20,🔥🔥🔥🔥🔥
karankp9140,0,2024-09-21 12:22:15,Samajh nahi aa rha asli wala hai ki nakli wala
ashish_karki02,0,2024-09-21 12:20:33,Om ganeshya namaha🕉️❤️
aryagamerz.17,0,2024-09-21 12:01:12,"Still some ""kattar hindus"" hate him"
farmud_tara400k_unik__profile,0,2024-09-21 11:10:56,इसको माफ नहीं करेगा भाई क्या आदमी है😂
sanjuakshra1518,0,2024-09-21 10:58:52,👏👏❤️
karan_kamble_45,0,2024-09-21 10:44:25,🕉️🙏
tera_kolis,0,2024-09-21 10:39:47,योगी मोदी है तो मुमकिन है🔥🔥🔥
subbadeo40,0,2024-09-21 10:39:41,🕉️🕉️🙏🙏 wow bhaijaan love you
king_____paradise,0,2024-09-21 10:24:29,👏👏👏👏👏👏👏👏👏👏👏
rishabhh0009,0,2024-09-21 10:22:54,Radhe radhe
ratansunny,0,2024-09-21 10:15:40,Ye mulle aa kar rassgullah rassqullah kya bolte rhate h
__shyamgoswami_,0,2024-09-21 10:06:22,❤️❤️👏👏👏 Jai shree ganpati bappa morya g 🙏🙏
aarifz1,0,2024-09-21 09:45:41,😍
nittoorazeez,0,2024-09-21 09:29:57,Vip only
bestboringchannel,0,2024-09-21 09:28:31,Ghar wapsi ho gayi
akashnaourange,0,2024-09-21 09:25:21,Middle class wale mar rhe hai... kyuki chutiya log hai
gadadegajanan841,0,2024-09-21 09:08:59,किंग खान 🙏बाप्पा की जान
itz._n___e___s___h_.31,0,2024-09-21 08:59:05,Ganpati bappa morya 🙏🏻😍🦚🌍🕉️
nitesh.sawant.1111,0,2024-09-21 08:32:58,Ek no sharukh sir👌❤️
__._babu_.__,0,2024-09-21 08:31:40,SRK 🔥 - respect button 🔘✔️
your_aftab,0,2024-09-21 08:23:50,Muslim ❌Khafir ✅
therealmmkjjjjjjkkooo,0,2024-09-21 08:20:28,Strange man
ravan__325,0,2024-09-21 08:20:05,❤️
rahulrajput.563,0,2024-09-21 08:03:07,"पहले बहुत करता था लेकिन अब समझ गया हूं 
भगवान को कोई बना नहीं सकता है उसने हमको बनाया है हम उसे नहीं बना सकते हैं नहीं पैसे से भगवान मिलता है यहां सब धंधा बना दिया सबकी कमाईं है लेकिन मेरा नुकसान था इसलिए सब बन्द कर दिया है मुझे बुरा लगता है इस तरह पुजा कर के फिर फेंक देना मुझसे नहीं होता है इसलिए सब बन्द कर दिया मेरी बातों में सहमत हैं वो लाईक करें"
its_me_shyam456,0,2024-09-21 07:54:54,🕉️🔥🔥🙏❤️
veerumariya,0,2024-09-21 07:44:27,Bhagwan ki puja karne se man ko santi milti hai jay Shree ganesh 🕉️🕉️🙏
anubhav_dubeyji,2,2024-09-21 07:39:11,🙏
mr.poision1302,0,2024-09-21 07:09:46,"Shahrukh Khan you are God yourself, what is the need for you to do this"
sbhandari1403,0,2024-09-21 07:08:58,Shahrukh a true Indian above religion🙏🙏🙏
simran__541,0,2024-09-21 07:07:32,Chahe jo tumhe pure dil se....❤️
parvati.acharya.7792,0,2024-09-21 06:56:09,🕉️🙏
mujtaba_timoor,0,2024-09-21 06:38:17,😂
deepaksingh.depulsingh,0,2024-09-21 06:35:20,❤️❤️❤️❤️🙏🙏🙏
kurhade2737,0,2024-09-21 06:07:41,दूसरे लोग सुधार रहे है और अपने हिंदू लोग के गांड में बहुत कीडा है
narend_sharma_07,0,2024-09-21 05:51:45,Ganapati bappa morya 😍
imms__mani.sankar,0,2024-09-21 05:29:18,Great. Huge respect to you #srk
nikuballave,0,2024-09-21 05:27:00,❤️❤️🔥🔥🕉️🕉️🙏🙏
kaspeya__,1,2024-09-21 05:11:29,Chapri SRK
shabeer00143,0,2024-09-21 04:49:42,He is a Good Actor...He knows how to Sustain in this Earth🥰🙏
badal_kumar_thakur_19,29,2024-09-21 04:35:12,Om Gan Ganpatey Names Namah ❤️
mr_chirag50,0,2024-09-21 04:21:44,❤️🙏
dinabandhu8112,0,2024-09-21 04:19:58,Hindu bhaijaan
purified_tanmoy,0,2024-09-21 04:17:11,
hempratimbora,0,2024-09-21 04:12:52,😍😍😍
sthasubash72,0,2024-09-21 04:12:19,🙏❤️
bhardwaj_saksham786,0,2024-09-21 04:11:28,Jai ganpati ji ❤️🙏
simankan_zg_18,0,2024-09-21 03:49:46,Real hindustani ❤️
its_your_boy_subham_18,0,2024-09-21 03:45:40,Astagfirullah😂😂😂😂😂😂😂 kahi dikh nhi rahe😂😂😂😂
parirajput6116,0,2024-09-21 03:09:41,🙏
naveenj2051,0,2024-09-21 02:46:29,I appreciate mr srk
para.sh7213,0,2024-09-21 01:57:27,😡😡
m__r___a_k_a_s_h_,0,2024-09-21 01:52:00,🕉️
_royal.raja_,0,2024-09-21 01:47:23,😍🙏
i.nsingh,0,2024-09-21 01:33:41,👏👏👏
sherkhansheo,0,2024-09-21 01:28:35,❤️❤️❤️❤️
sanjay.rajput.4217,0,2024-09-21 00:59:41,😍😍😍
shiva8439363773,0,2024-09-20 23:26:01,🙌🙏🙌🙏🙏🙌🙌🕉️🕉️🕉️🕉️🕉️🕉️
nakulpandit217,0,2024-09-20 23:18:33,रसगुल्ला वाले नही दिख रहे है😂😂😂😂
nakulpandit217,0,2024-09-20 23:16:47,🕉️🕉️🕉️🕉️🕉️ जय श्री शाहरुख खान 🙏🙏
sahibsulay,0,2024-09-20 20:53:35,Dur fitay moo tera jahil
nabi__ki_maka_bhosda_1,0,2024-09-20 20:34:09,कृपया कटवे अपनी मां चुदाने हाजिर हो 😂😂😂😂
suyashpandey_777,0,2024-09-20 20:17:25,🕉️
indronil_choudhury,0,2024-09-20 19:52:40,❤️❤️❤️❤️
tcsbwm,0,2024-09-20 19:48:01,🙏🙏🙏srk love you 🕉️🕉️🕉️🕉️🕉️
ajeetsahani102,0,2024-09-20 18:49:30,Ganpati Bappa morya ❤️❤️❤️❤️❤️❤️🙏🙏🙏🙏
kul_dddip,0,2024-09-20 18:48:41,❤️
nnjnjnjno99,0,2024-09-20 18:27:29,Ye apne dharm se khud persan hai 😂
kantilalmohanbhaithumar,0,2024-09-20 18:00:34,Ganesha 🙏🙏
bittusarkar569,3,2024-09-20 17:56:12,That's why we love him king khan king of romance salute salman sir also respect our dharma ❤️❤️
skye_kalpesh,0,2024-09-20 17:43:56,Ticket khreed ne wale nhi dikh rahe 😂😂 but love you srk ❤️
oye_mr.rajan,0,2024-09-20 17:43:06,Ganapati Bappa Morya 🙌❤️🙏🙏
azam.anwer.5,0,2024-09-20 16:52:50,"Acting ka betaz badsha 🔥🔥 srk , असली से भी ज्यादा असली"
musawar.reactions,0,2024-09-20 16:44:04,Shah rukh is not a muslim.he is just hindu.
hitesh_kumar_119,0,2024-09-20 16:38:38,Jay shree ganesh ji
patha_1111sk,0,2024-09-20 16:16:39,😔😞👈
jitendramodanwal9,0,2024-09-20 16:08:23,Jai shree Ganesh bhgwan ki jai 🙌👏🙏😍🕉️
_____servant_____,0,2024-09-20 16:07:25,Shirk 🔥
fxabhii,0,2024-09-20 16:07:09,Rasgulla wale kaha gye 😂😂😂😂😂😂😂
shivani__0358,0,2024-09-20 15:55:34,🙏🙏🙏🙏🙏🙏
godplan5255,0,2024-09-20 15:49:23,🕉️
godplan5255,0,2024-09-20 15:49:22,🕉️
godplan5255,0,2024-09-20 15:49:22,🕉️
godplan5255,0,2024-09-20 15:49:21,🕉️
godplan5255,0,2024-09-20 15:49:20,🕉️
godplan5255,0,2024-09-20 15:49:19,🕉️
godplan5255,0,2024-09-20 15:49:18,🕉️
godplan5255,0,2024-09-20 15:49:17,🕉️
godplan5255,0,2024-09-20 15:49:15,🕉️
godplan5255,0,2024-09-20 15:49:11,Ye Kab dikjaba hai Har Saal Pakistan ko paisa deta hai ye atankbad ko badhaba dene ke liye Jai ganesh
sny_narela07,0,2024-09-20 15:23:30,Cancer community crying in corner 🤡🤣
a_boy_called_falcon,0,2024-09-20 14:31:12,🕉️
uksherni_negirajput8468,368,2024-09-20 14:06:47,Respect Shahrukh Khan😍 🙏
mr_vinod_kumar____007,0,2024-09-20 13:35:03,No dharm only insaniyat ❤️🙌
mr_vinod_kumar____007,0,2024-09-20 13:34:23,😍🙏
mi.ttu2493,0,2024-09-20 13:16:10,🙏🙏
rajuraj_rrk,0,2024-09-20 12:55:44,❤️❤️❤️❤️❤️❤️❤️srk king
suhanishaik69,1,2024-09-20 12:55:35,Business 😂😂😂
____.blackman____,0,2024-09-20 12:29:49,😍🕉️
kushal_5152,0,2024-09-20 12:22:02,Last Star in bollywood 😍😍
beast_cons,0,2024-09-20 11:15:02,Rasgulla kana he mujhe 😂😂
ritik_kumar_5605,0,2024-09-20 11:14:20,Ganpati bappa morya 🚩🚩🙏🙏❤️
ritik_kumar_5605,0,2024-09-20 11:14:13,Ganpati bappa morya 🙏🕉️🕉️🕉️🕉️
ritik_kumar_5605,0,2024-09-20 11:14:08,😍🕉️
ritik_kumar_5605,0,2024-09-20 11:14:05,🙏🙏🙏🙏🙏
ritik_kumar_5605,0,2024-09-20 11:14:04,🕉️🕉️🕉️
bhinder_saaab_05,0,2024-09-20 10:43:51,Srk🙌🕉️
sherni9493,0,2024-09-20 10:29:41,❤️🙌
jitendarranaji61,0,2024-09-20 10:04:42,🕉️🕉️🙏🙏
piyush_gupta_6324,0,2024-09-20 09:46:13,❤️❤️❤️
mahakaal_bhakt_himanshu,0,2024-09-20 09:32:37,Ganpati Bappa morya 🙏🙏🙏🙏🙏
praanaalirathod,0,2024-09-20 09:28:22,"Isn't Shahrukh Khan a Muslim and doesn't he also perform Umrah?  Then why did he do this?  This is the same as associating partners with Allah and it is a big sin not to hate any religion.  But in my opinion, to show tolerance, it is enough for us to respect their religion and not need to worship like Hindus do"
ajitboro303,0,2024-09-20 09:12:23,❤️❤️❤️❤️❤️🙏🙏🙏🙏🙏
sahil__zehen_dmg,0,2024-09-20 08:57:25,😭😭😭
zidaansaeed,0,2024-09-20 08:49:02,Inki jahnnam ke bare mai allah ne duniya mai bata diya hai
rmic.753,0,2024-09-20 08:28:48,🙏🙏🙏🙏🙏🙏🙏
millennium_classes_,0,2024-09-20 08:18:17,❤️🙌🔥👏🙏🙏😍🕉️
sonu__nz,0,2024-09-20 08:11:18,Jai shree Ganesh baba ji 🙏🕉️❤️
ashusingh__55,0,2024-09-20 07:45:44,🙏🙏
_samikhalaf_,0,2024-11-01 20:56:30,👎🏽👎🏽👎🏽👎🏽👎🏽👎🏽👎🏽👎🏽😡😡😡
balges2006,0,2024-11-01 20:44:07,الحمدلله على نعمه الاسلام ❤️
babu_pathan_rajjani_2222,0,2024-11-01 19:17:41,Sirk is the biggest sin because it is a major sin because this head bows only before Allah
malikfirzday,0,2024-11-01 18:34:03,🔥🔥🔥🔥🔥🔥🔥🔥
rider_x_king420,0,2024-11-01 17:59:08,❤️
nani_gym_lover6,0,2024-11-01 17:58:06,❤️❤️❤️❤️❤️
aaqib_rizvi_,2,2024-11-01 17:08:16,musalmano ke alawa koi tumhara sath nahi dega salman khan ko dekh lo
lena_khan209,0,2024-11-01 16:54:45,🥲 i'm sad because i know you muslim
sweetheart31313,0,2024-11-01 16:31:29,Kutti da puter
karankhan2546,0,2024-11-01 16:24:17,Sab idea se samandar me rehkr magarmach se bair agr kya to a bhi aam muslim ki tarh jindagi jitenge
kabirliten,0,2024-11-01 16:16:44,👎👎
syekh____,0,2024-11-01 16:08:03,Iman beliau hanya ke pada yg menciptakan beliau yaitu Allah SWT
syekh____,0,2024-11-01 16:06:37,Beliau hanya menghargai keluarganya yg non muslim
aravind.parmar.16752,0,2024-11-01 16:05:23,❤️❤️❤️
idigeigei,0,2024-11-01 15:56:04,🙏🪔🎇🎆🤲
mithudas4206,0,2024-11-01 15:54:48,🕉️🕉️🕉️🕉️
rehhan__lly,0,2024-11-01 15:33:57,😡😡😡😡
kushxxgra_,0,2024-11-01 15:16:00,Unity 🔥
ikajaltalreja,0,2024-11-01 15:11:05,
riyazjaffri,13,2024-11-01 14:37:16,Apne matlab ke liye Insan क्या-क्या kar leta hai
gulsankumar5086,0,2024-11-01 13:54:52,Sabke dhrm ka samaan karo 🙏🙏
gulsankumar5086,0,2024-11-01 13:53:34,🔥🙏🙏
niyaz936,0,2024-11-01 13:08:23,Astagfirullah😡
pinkuthakur2868,0,2024-11-01 11:58:55,❤️
gudiya__777i,0,2024-11-01 11:28:27,Sabse badi inshaiyat na koi dharm ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
sharik___01_,0,2024-11-01 11:23:01,Main kabhi iska fan Banna nhi chahunga
