Username,Like_Count,Created_At,Comment
basma___550,0,2024-10-13 18:53:33,استغفر الله الله يهديك
omarking507,0,2024-10-13 18:27:48,Lanat to srk
x_saif_siddiqui_x,0,2024-10-13 18:19:25,Ye log apna fame paane ke liye sab dharm follow karte h....jo ki shirk h
preci_ouslotus,0,2024-10-13 18:08:17,Advice : Agar tum Kisi or K Mazhab ka Mazak Urhaaoge to Wo Bhi tumhare Mazhab ka Mazak Urhayega
dassujatasardar,0,2024-10-13 17:34:52,❤️❤️❤️❤️
zoya_siddique7866,0,2024-10-13 17:11:56,Naalat hai aise Hero per 😡😡😡😡😠😠 Musalman kisi ke aage nahin jhukta sivay Allah ki..
tanaz.beuty.queen,0,2024-10-13 17:09:38,Yhi kro
mani_joydhar_730,0,2024-10-13 17:04:23,Shah Rukh Khan who helps Pakistan to protect Hindustan from India can never be Hindustani🙏🙏⛳⛳
iftikhar1987,0,2024-10-13 16:54:50,Shame on you SRK
ahmer.sarmast,0,2024-10-13 16:34:05,No
hinnu_abbasi,0,2024-10-13 16:22:57,Towa hai astakhfiullah
musaddik_tamake,0,2024-10-13 16:16:56,DOGLI ANDHABHAKTA DEKHNI HAI TO COMMENT SCROLL KARO💀💀💀💀
manoj.kumar.1990.0,0,2024-10-13 16:01:51,Jai ho ganpati bappa morya ki
i_furqankhan,0,2024-10-13 04:09:28,Bhai wo dil se nahi mante Dil se yakeen bhi hona zaruri hai unka face dekhi kise ho rha h public ko dekhane ke liye karna padhta hai
nuramo647,0,2024-10-13 03:32:22,🔥🔥🔥🔥🔥
umar_shabir_313,0,2024-10-13 03:28:12,Ine logon ka Islam se koi talluk nahin Hai
rahulpatrl6754,0,2024-10-13 02:45:05,अंधभक्त बहुत खुश होते होंगे
sharik.kkk,2,2024-10-13 01:54:01,Astagfirullah
anjali_gaming_18,0,2024-10-13 01:37:56,Indian🇮🇳
aya_majiid,0,2024-10-13 00:42:58,شاروخان حب حياتي طلع عبيط او منافق وف كلتا الحالتين كرهته 🙂
sarajaj1734,0,2024-10-12 22:40:51,❤️❤️🙏🙏🙏🙏
kou__________ria,0,2024-10-12 22:30:54,😂😂من جماعة مسلم كيوت. الله المستعان.  ياربي لا تؤاخذنا بما فعل السفهاء منا
prveenrz,0,2024-10-12 22:26:15,😡😡😡😡😡😡😡😡😡🤮🤮🤮🤮🤮🤮
isa_best07,0,2024-10-12 20:49:40,Ye natak kerta hai baas kyu ki India main hai aur usko apne fans nahi gawana h
luckysv4,0,2024-10-12 20:20:04,🙏🙏🙏🕉️🕉️❤️❤️❤️🔥🔥
pragyamukherjee123,0,2024-10-12 19:50:12,❤️❤️
hey_shadab.here__,0,2024-10-12 19:21:08,"Ishwarasya na tasya pratima asti-Yajurved (Adhyay no. 40, Shloka no. 8) 🙌"
saadikahut,1,2024-10-12 19:02:02,Astaghfar Allah.  Allah  hdaiat  ameen
mrs_saeed_alzakwany,0,2024-10-12 18:38:07,Shirk 🤢🤮
rakeshyadavyadav7806,0,2024-10-12 18:23:49,❤️❤️❤️❤️❤️❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🕉️🕉️🕉️🕉️🕉️🕉️
mohit_mishra__13,0,2024-10-12 18:10:37,🙌🕉️🙏
shoaib_ul_hassan_fazil,11,2024-10-12 17:27:56,Muslim can't praise others except one and only God
vikashmunda159,0,2024-10-12 17:25:36,Sabse bdha insaniyat 🙏🙏🙏🕉️❤️❤️
aditi_thskur,0,2024-10-12 17:19:01,😍😍😍😍😍 ganpati bappa morya 😍🙏🙏🙏👏👏👏👏👏
prateekpintu,0,2024-10-12 17:16:25,hindu muslim ke liye wohi log lad rahe jinko unke gano me bi koi nhi janta
shailendra.dubey6902,1,2024-10-12 17:02:11,Bahut sundar
jayan.raghavan.5661,0,2024-10-12 16:46:44,🙌🙌❤️
rahima_rk,0,2024-10-12 16:39:37,Paisa iman se badke nahi hona chahiye fir wo chahe dikhawe ke liye hi ho Allah sab dekh raha hai ❤️
alexmyr2381,5,2024-10-12 16:31:23,A Muslim won’t do that Shah Rukh
sadabrana46,1,2024-10-12 16:24:19,इन जैसे मुस्लिमानो के लिए एक अलग ही नर्क बनी होगी ❤️ Astagfirullah
karanrajput3155,0,2024-10-12 16:13:43,❤️🙌
princess_of_islam08,0,2024-10-12 14:48:54,Astagfirullah
niluvermaula,8,2024-10-12 13:53:54,"He is muslim he shouldn't do tht its Shirk , respect other religion doesn't mean tht we have to do or follow their ritual ,"
dhirajjain1111,0,2024-10-12 13:23:44,Radhe Radhe ❤️😍
alifansari40,0,2024-10-12 13:19:55,sabka malik ek hai :: koi mane ya na mane .
sondhiyaindar,0,2024-10-12 13:19:41,Isi trah ham sab ko rehna chahiye
md_anwar_chy________,3,2024-10-12 12:50:53,Astagfirullah
dushyant644,0,2024-10-12 12:40:53,🔥🔥🔥❤️❤️❤️
_rajput.sahab_,0,2024-10-12 12:17:39,Shri Radha Krishnan 🔥
najeem_pathan_official,0,2024-10-12 11:29:37,Sbka malik he ab kon kis taraha manta he wo alag baat he agar koi kisi ke dharam ki bezatti karta he to wo uske sanskar he
official___minhaz___rahi,0,2024-10-12 11:08:57,Astagfrullah😌
khansughraali,0,2024-10-12 10:47:09,Allah inko insan banaye kamil muslim bnaye ameen jo Rab ka ni wo kisi ka kia hoga
md_sadique___shaikh,0,2024-10-12 10:03:22,Astagfirullah
mohammedakash739,0,2024-10-12 09:37:51,Astagfirullah this Haram
sreelekhasunnydeol,0,2024-10-12 09:23:49,Wahhh Srk 😍
kartikkohale,0,2024-10-12 09:08:47,Beta is desh me rahana hai to sanatani ko manana padega 😂
hunny_hunny213,4,2024-10-12 09:07:40,Astagfirullah ya galat hai Islam ka ser srif namaj padhne k waqt jukhna chiyea
m1nx_yusuf,0,2024-10-12 08:54:59,Akhirat Intezar Karo Tab Pata Chalega 😂
sky_angel6505,0,2024-10-12 08:28:48,Kufr ki saza nhi h uski kitab m mera rab ne tumhe apni mhbbat se mahrum krdia
jabirhussain387,1,2024-10-11 11:30:29,👏👏
chandrakant_kshp,0,2024-10-11 11:21:50,🕉️😍
mukhtar__6619,0,2024-10-11 11:18:49,lakah lanat sharukh par
specs_on_face,0,2024-10-11 10:47:58,Man with golden heart
arun_saini_17,0,2024-10-11 08:19:43,Jay shree ram
dev_nagoriya7513,0,2024-10-11 08:04:36,Jai Ho 🙏
masirul_islam_,0,2024-10-11 07:58:41,😂
khushi_rauniyar05,0,2024-10-11 07:26:18,❤️
salman34632024,0,2024-10-11 07:15:32,ईए श्रीके मिठाई मिलेगी 😂😂😂😂
chandanbhardwaj2375,0,2024-10-11 06:55:45,Sanatan Dharm ki jai ho
surajparihar5085,0,2024-10-11 06:54:21,jai ho bappa ki🙏
axmet1116,0,2024-10-11 06:39:13,Астахфируллох хиндларни мусулмонига хам ишонч йук экана🤦‍♀️😳
gangoli_gopal_,0,2024-10-11 05:44:18,🕉️😍🕉️😍
sahil____.x7,0,2024-10-11 05:02:57,Ganpati bappa morya 😍
joyatiwarifp226,0,2024-10-11 04:14:42,😂😂😂
k_g_goa,0,2024-10-11 03:08:44,"MUSALMAN EK ALLAH KI EBAADAT KARTA HAI ,M,R SRK"
gopalchaube2003_,0,2024-10-11 02:46:11,😍
ajar8430,0,2024-10-11 02:04:13,❌❌❌❌😈😈😈😈😈😈😈
mr_faizan_0005,0,2024-10-11 01:11:09,🥲🥲🥲🥲🥲🥲🥲
unknown_people_1432,0,2024-10-11 00:22:07,
jetrayyyyy,0,2024-10-10 22:17:23,Mullo ki jalgai 😂
ayan_junid_07,0,2024-10-10 20:38:40,O no no no
bhaimainuddina60,0,2024-10-10 20:01:47,❤️❤️❤️❤️❤️❤️❤️❤️🙌🙌🙌🙌🙌🙌🙌
_fearless_fighter.9999,0,2024-10-10 19:03:27,Isliye SRK accha lgta h mujhe ❤️
mansoor.rizwana,0,2024-10-10 18:51:20,AstagfiruAllah may Allah (swt) give him hadaya Aameen
tusto.mandal.77,0,2024-10-10 18:23:21,❤️🕉️🙏
shaileshpo7,0,2024-10-10 18:10:59,❤️🕉️
iasmotivating_service,0,2024-10-10 18:07:50,Ane Bhai ko amir log hai unhe Hindu muslim se koi lena dena nahi jitne garib aur chapriy hai unnlogo ko ye sab karne me maja ata ahh🙏🙏🕉️
juyel5739,0,2024-10-10 18:02:38,😂😂😂
ilu.raju,0,2024-10-10 18:00:03,andnamazi ki jal gaya hoga
habib_mobile_repair_,0,2024-10-10 17:53:27,Astagfirullah
sagaar__00,0,2024-10-10 17:43:20,🕉️🔥❤️❤️
kaleem_ansari_9211,0,2024-10-10 17:41:16,"Isiliye main iska fans nahin hun, 🥺"
iutfv066,0,2024-10-10 17:21:55,🙏🥰🚩
ashim____deka,1,2024-10-10 17:06:11,LOG TO KEHENGE HE IGNOR NEGETIVE PEOPLE 🙏 JAI VASUDEVAYA NAMO 🕉️
atif_pr0,4,2024-10-10 16:59:13,Kafir hai ye
ankitraj5636,0,2024-10-10 16:32:11,Muslim ❌ Indian ✅
sameerahmad90251,0,2024-10-10 16:31:49,Astagfirullah
facts_creater_video,0,2024-10-10 16:24:10,SRK ❤️
a.k_official8586,0,2024-10-10 16:11:07,कोई बहन का लो... फतवा जारी करने नही आया अभी तक 🙏 इज्जत सभी धर्म की करो🙏जय राम जय जय राम👏
wanted_vaibhav.007,0,2024-10-10 16:10:38,Respect button ❤️ for srk
hussain65s,0,2024-10-10 15:45:31,Naujubillah
ripon_officical_boy,0,2024-10-10 15:40:20,Astagfirulla
ashraf_hussain_rashid,0,2024-10-10 15:29:40,Is kafir tho direct gale ghe
manojkumarsingh5076,0,2024-10-10 15:11:44,❤️❤️❤️❤️
ayub_bob10,0,2024-10-10 14:56:59,ايوه يعني ربنا لمًا يسألك هتقوله ايه كنت متواضع معهم
samy09007,0,2024-10-09 12:37:25,"iski bv ko namaj padte ,,hue nahi dekha kabhi😂😂😂"
karan7829sharma,0,2024-10-09 12:24:37,Power of sanatn...🕉️🙏🕉️🚩🚩🚩🚩🚩
i_im_amit,0,2024-10-09 12:17:38,Respect shahrukh khan 🙏🙏🙏
sankarbanik60,0,2024-10-09 12:02:27,❤️❤️❤️❤️
iramansari8459,0,2024-10-09 09:59:46,😡😡😡😡
its_ilma_._,0,2024-10-09 09:48:23,Ye srf naam ke muslim hain
mr__jiyaul__12,0,2024-10-09 09:36:18,Astagfirullah
kksingh56889,1,2024-10-09 08:23:36,Ganpati bappa morya🕉️🕉️🌹🌹🙏🙏
gangwar_payal_2024,0,2024-10-09 08:22:01,Ye hai 🕉️ ki power
gangwar_payal_2024,0,2024-10-09 08:21:41,Dekh liya mullo
ranjit00mahto2023,0,2024-10-09 07:48:56,मौलाना फतवा जारी करो 😂😂😂
its___kaifuu786,0,2024-10-09 07:48:55,Ya sirf naam ka musalman hai allah inha hidayat de
smart_p_i_y_u_s_h,0,2024-10-09 07:32:30,Jay Ganesha 🙏😍🕉️
its._karan._raj,0,2024-10-09 07:19:46,Sukun mila dekh ke 🥺🙏
_im._p._,0,2024-10-09 06:40:21,Insaniyat 🙏🏼❤️
jha_siddhant15,0,2024-10-09 06:18:05,😍
surajsonu2.0,0,2024-10-09 05:50:02,❤️❤️🙌
kavya._.rajput0,0,2024-10-09 05:41:35,Rsogulla Wale comment section m to nhi dikh rhi hai
_liveghat_prince_,0,2024-10-09 04:16:00,🙏🙏🙏🙏🙏
karan_vicky_123,0,2024-10-09 03:47:58,❤️
karan__singh_____007,0,2024-10-09 02:56:35,SRK my favourite hero
badalyadav03,0,2024-10-09 02:47:50,I like it 😌
rajeev_gurukul,0,2024-10-09 02:43:17,Isse achha to bhagwan ka naam jap liya hota bhagwan ki photo dekhkar bhi
palakushwahaa,0,2024-10-09 02:05:57,❤️
banti_hg,0,2024-10-09 00:08:56,Es bat k liye to hamara jan ho ap❤️🙌
_masud_arif_,0,2024-10-08 23:12:20,Astagfirullah
ameenkumar80,0,2024-10-08 20:04:57,😂😂😂😂 karna padega jai shree ram bolna padega 🕉️🕉️
skrgangwar,0,2024-10-08 19:30:13,डोइंग shirk Islam se kharij hua ye 😂😂😂
kajalreetamani15,0,2024-10-08 19:11:35,Isiliye king hai ❤️❤️💯✅❤️❤️
dilipkumar.kharadi._5667,0,2024-10-08 18:53:45,🙏🙏🙏🙏🙏
shreeradhamadhav6,0,2024-10-08 18:46:18,Jay shree guruji Ganesh Mahesh Jay laxmi nagar 🕉️
arjun__singh________,0,2024-10-08 18:31:46,Srk 👍
rakesh_karmakar1601,0,2024-10-08 18:30:20,🙏
faheempk59,0,2024-10-08 18:02:32,"इस्लाम अपनाए बिना, एक हिंदू लड़की से शादी करके उन्होंने एक निषिद्ध संतान प्राप्त की"
faheempk59,0,2024-10-08 17:59:47,"तुम्हें शर्म आनी चाहिए, तुम शिर्क कर रहे हो, अल्लाह से माफ़ी मांगो, तुम एक मूर्ति के सामने सजदा कर रहे हो"
mc__khan__07,0,2024-10-08 17:53:10,Astaghfirullah
manjeet_sharma_parashar,0,2024-10-08 17:48:00,Its only formality for it
mr_k_a_r_a_n_9_9_9_9,0,2024-10-08 17:40:14,👏🙌
dark.night.004,0,2024-10-08 17:35:34,King khan for a reason 🔥
shubham_baba_07,0,2024-10-08 17:18:19,King khan 🔥
vivek_bhatt4274,0,2024-10-08 06:30:30,Itihas gawah h jo bhi indian paise wala bana hai wo sanatan ke sare dharm tayohar banata hai fir chahe wo muslim ho 😂😂😍😍🙏🙏
mr_bitu_kr_08,0,2024-10-08 06:18:31,जय माता दी🕉️🕉️🔥🔥
shibadattabaghar,0,2024-10-08 06:14:58,Ganapati bappa morya 🙌
agastya__rajpurohit,0,2024-10-08 06:09:53,Astaqfirullah
somiyatamang79,0,2024-10-08 06:01:53,🙏🙏🕉️🕉️ from Nepal 🇳🇵
asma198521,0,2024-10-08 05:55:53,No no
shivapandit_18,0,2024-10-08 05:44:16,❤️❤️❤️❤️🙏🙏🙏
_rishu_kumar33,5,2024-10-08 05:29:07,Power of Modi and yogi🔥.....
killer__boy_arun,0,2024-10-08 05:26:50,❤️
exrerror1,0,2024-10-08 05:26:40,❤️🙌❤️🙌
mr_babu_up_45,0,2024-10-08 05:17:11,🙏🏻
deva_bhadoriya_315,0,2024-10-08 05:15:56,❤️❤️❤️❤️🙌🙌
sahoo.sanjay,0,2024-10-08 05:04:03,🚩🚩🚩
bik.ram__boss,0,2024-10-08 04:53:28,😍😍🙏🙏🕉️
virat_verma_5085,0,2024-10-08 04:28:14,Isliye bhai tm log itna aage ho
asgarali9704,0,2024-10-08 04:02:21,bohut accha 👌
khan.pathan._____,45,2024-10-08 03:54:11,
im_dilipp,0,2024-10-08 03:51:48,Omg 😱
sona_das86,0,2024-10-08 03:43:02,❤️😍
jadavmukesh584,0,2024-10-08 03:30:45,🙏🙏🙏🙏🙏🙏🙏🙏
himanshu_.30x_,3,2024-10-08 03:16:29,Bhagwan ke aage sab jhukhaga 🔥😍🙏
mdsahilhaidri,0,2024-10-08 03:08:55,Astaghfirullah
music_lover_9060_00,1,2024-10-08 03:08:06,Unko pata hai ki ham hindu hai sabko pata hona chahiye ki hamare purvajo ne dar ke maare dharm badal diya tha jay shree raam🕉️
kanishqpgusain,0,2024-10-08 02:47:47,😍
surendra0105,0,2024-10-08 02:24:43,Rasgulla 😂😂😂😂
danish_malik_cr7,0,2024-10-08 00:39:21,Duniya me jo karna hai kar lo Last le duniya bahut khatrnak hai
baba_bholenath_090,0,2024-10-07 23:35:34,🕉️🕉️🕉️🕉️🕉️
baba_bholenath_090,0,2024-10-07 23:35:24,🙌🙌🙌🙌🙌🙌
anurag_rajput_42270,0,2024-10-07 22:25:19,🕉️🕉️❤️
bhanu.7773s,0,2024-10-07 22:10:38,Jay Ganesh ☺️🥰🚩🙏
saurabh_chamola,0,2024-10-07 20:13:45,Om namah shivaya
aash2000217,0,2024-10-07 19:41:13,If only a Hindu actor goes to Mosque then you see the hatred
frz.99950,0,2024-10-07 19:38:35,इसको कहते हैं असली एक्टिंग। सांप भी मर गया लाठी भी नही टूटी।
brijeshgiri4857,0,2024-10-07 19:31:21,🕉️🕉️🕉️🕉️🙏🙏
arun_saini____as_____,0,2024-10-07 19:14:55,🕉️🙏
pinkypradhan681,0,2024-10-07 18:58:19,Shahrukh Khan sar ji aap har Dharm ko mante Hain kisi Ko alag nahin karte 🚩🚩🚩🚩🚩🚩🚩🪔🪔🪔🌺🌺🌺🌺🌺🌺🌺🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
nasre_en9819,0,2024-10-07 18:41:35,Jai Shree Ram ❤️🕉️
itxr_pramod_sharma,0,2024-10-07 18:38:48,Shekhar Ram Krishna 🙌 SRK
zaran_18x,0,2024-10-07 18:27:24,Fir Ghar Jake beef 🍖 ke saath paratha ka bhojan Kiya srk ne 😋❤️
ghoshbabu165,0,2024-10-07 18:25:04,Andha namazi ko jal gaya 😂
faisal_choudharyyy,0,2024-10-07 17:26:29,Astagfirullah
mdshafikmd26,0,2024-10-07 17:26:05,Asgafirulla
jay_shah_script_wale,0,2024-10-07 08:23:51,Srk 🕉️🙏
aakash_2k22,0,2024-10-07 08:14:16,"Astagfirullah , rasgulla , Habibullah, lulla , mulla , Allah inko hagayat de , Habibullah"
aks___arjun,0,2024-10-07 07:37:24,🙏🙏🙏🙏
its__mohsin__18,0,2024-10-07 07:08:05,Astagfirullah...😢...
rajkumar_uk_06,1,2024-10-07 07:05:12,Le moot diya convertedo ke muh me😂
98248_111,0,2024-10-07 06:44:59,👏
komal_jha_online,0,2024-10-07 06:39:04,❤️
its_jdc_,0,2024-10-07 06:31:51,😍
its_shaileshraj_gupta,0,2024-10-07 05:58:21,❤️❤️🙏🕉️🙏
aru_x_pyar,0,2024-10-07 05:51:10,❤️😍
rin_ku519,0,2024-10-07 05:20:06,Jai ganpati bappa morya 🙏🙏🙏🙏
its_tom_2.0_,0,2024-10-07 05:05:54,Jhantuuu Srk
sawannishad15,0,2024-10-07 03:58:43,❤️❤️❤️❤️ kya baat hai sir
ravikant_ingle,0,2024-10-07 03:33:54,माणुसकी🙏
ravikant_ingle,0,2024-10-07 03:33:33,सगळे जातीधर्माचे लोक एकमेकांची मनापासून respect karnar tr khup pragati honar
rehanroyofficial__,0,2024-10-07 03:23:22,🙌
abhigupta4290,0,2024-10-07 02:50:23,Musalman hoke bhi ye kitna acha kaam kar rahe hai 🕉️😂
zx________abhay_lodhi,0,2024-10-07 02:44:45,Aur inke fans apas me ladte hai😂😂
rizzuuuuu_____11,0,2024-10-07 02:35:07,Astagfirullah
priyankadas7917,0,2024-10-07 01:35:38,Joy sree ram ❤️❤️❤️❤️🙏🙏
rohan.mishra._,0,2024-10-07 01:03:02,❤️🙌
its.vipin.192,4,2024-10-07 00:50:15,🙏
subhadipbiswas29,0,2024-10-06 20:33:24,🙏🙏🕉️
mr._ak_40930n_,0,2024-10-06 17:55:38,❤️
jain48007,0,2024-10-06 17:53:29,😍😍😍😍🙏🙏
abhinayverma__,0,2024-10-06 17:25:59,❤️
sameer__sm_sameer,0,2024-10-06 17:08:03,😂😂😂😂 tera kya hoga srk
dark_ness___lover,0,2024-10-06 17:02:33,Is liya main Muslim celebrities ko respect nahi Karta hu
hema.rpatidar,0,2024-10-06 16:35:34,❤️❤️
rohitpardishi,0,2024-10-06 16:28:57,🚩🚩🚩🚩🕉️
itz__ajay___sour,0,2024-10-06 16:22:31,❤️
amit_azad__offcial,0,2024-10-06 16:00:10,Jai shree ram
dizital.mind,0,2024-10-06 15:36:08,Salman. Hanuman kyu ni bnte darmik movi kyu ni bnti
dizital.mind,0,2024-10-06 15:35:44,Sahrukh kabhi ram ka roll kyu ni krte  or dipika sita ka
irshaaah._____,0,2024-10-06 15:18:15,Fee nari jahannama khalideena feeha abada
janedhiraj,0,2024-10-06 15:17:17,"Respect all religions, believe none 🙏"
rahim_shaida_love_you_,0,2024-10-06 14:18:47,😡😡😡😡😡😡😡😡😡😠
kpsingh6895,0,2024-10-06 14:00:46,जय माता दी
zaid.choudhary.z,0,2024-10-06 13:01:04,Dogala😂
m_r_shubham_501,0,2024-10-06 12:51:48,❤️🔥
janni_mera_naam_,0,2024-10-06 12:01:15,Rasgulla bolane wale nahin aaye Abhi😂😂😂
supreme_aizen_7,0,2024-10-06 10:58:21,Bhukhe nange Mullo ko toh aana he tha srk par faaltu ka online fatwa jaari karne ke woh bhi unki tarah haram kaam karta pakda gaya 😂
its_me_aman_1_4_3_2_sanatani,0,2024-10-06 10:44:17,We the people of India hamlog ki to aadat h diversity me rahne phir Hindu kya muslim
brijesh_40k,0,2024-10-06 10:03:15,Rasgulla 😂😂😂
__amolkumar_,0,2024-10-06 09:26:49,Isiliye  Srk king hai😍
__amolkumar_,0,2024-10-06 09:26:16,Equality ka best example.... Love you srk🙏🔥❤️❤️❤️
kashif_hussain0505,1,2024-10-06 09:22:56,Ye hai muslim.... Kon ye😂😂😂
itz__aarav757,0,2024-10-06 08:42:31,❤️
mr_keshav_shroff,0,2024-10-06 08:09:49,Almdulila😂
aesthetic._sourajit,0,2024-10-06 07:23:27,Respect al dhram🙏🙏
thorat2722,0,2024-10-06 07:23:06,That's why he is king🕉️🙏
mazerteen_666,3,2024-10-06 07:16:00,Modi and BJP be like - ab hindu muslim kaise kare 😬😬😬
deepak.karmakar.777,0,2024-10-06 07:13:20,🕉️
im_veerr,0,2024-10-06 06:59:39,Real life acting to live in Hindus country 👏
nitish__07__yt,70,2024-10-06 06:59:37,इंसानियत इंशान को महान बनाता है तब तो इतना आगे है ❤️srk💯🙏🙏
jashan_singh2000,0,2024-10-06 06:59:03,Afgulaa rasgula 😂
great.hindus,0,2024-10-06 06:52:18,Pighalna mat hinduo it's just act uske jagah tum hote to bhi yahi karte basically this is just an act to make hindus more secular
sarrinvunita,0,2024-10-06 06:37:26,🙏🏻🙏🏻🙏🏻
sarrinvunita,0,2024-10-06 06:35:43,🙏🏻🙏🏻🙏🏻
_official_poonam__dancer_02,0,2024-10-06 06:10:57,Nice bhut acha 👍
rajsinghthakur7000,0,2024-10-06 05:33:15,🙏
devuuu_911,0,2024-10-06 05:29:10,In logo ko pta h jho muslim Ameer log hna ine pta h ky bhagwan sirf yah h asli mara hu insaan kuch nhi jameen ka under 😂
farukhqureshi11,0,2024-10-06 05:17:22,Astagfirullah 😢😢😢😢
n.i.t.e.s.h.__b.e.h.e.r.a,0,2024-10-06 04:47:29,Jai ganpati bappa morya 🕉️🙏🙏
md_ar_raja,0,2024-10-06 04:29:37,Astfruallh 🤬🤬🤬
shashivinoduchchariya,1,2024-10-06 04:29:20,Samantha hero heroine se Sikh lo 🙏😍
rag.4649,3,2024-10-06 04:20:32,मेरा भी यही मानना है अल्लाह ईश्वर तेरे नाम ❤️
shanaz_manihar,0,2024-10-06 04:11:32,Muslim ❎ jahil ✅😂
sunny_12345_sk,0,2024-10-06 03:50:39,🙏🙏👏
sintu7682kumar,8,2024-10-06 03:50:39,Ya Allah hidayat de nasamjh ko 😅😂
mraalimkhan011,0,2024-10-06 03:02:17,😡😡
this_is__aarif,0,2024-10-06 02:50:25,Sab ek hai sirf insan ki soch hai
i_aleenathokchom,0,2024-10-06 02:46:32,❤️😍
shiva_a508,0,2024-10-06 02:06:07,🕉️
kisi_ka_bhai_kisi_ki_jaan_1611,0,2024-10-06 01:40:51,इंसानियत रखने वाले चाहे छोटा हो या बड़ा हो कभी भेदभाव नही करते 🙏🔥❤️
magnanimous_kid,0,2024-10-06 01:39:37,❤️
mahra.navneet,0,2024-10-06 01:05:41,❤️🕉️
sahinmallik2323,1,2024-10-06 00:40:19,💩🤬🤬
am_mr_mudassir,0,2024-10-05 22:01:57,"Ye kitni pooja  kar le lekin jab iski movie release hogi tab ye ye bas mulla hi hoga,  pathan movie me isko bahut support mili thhi. ... 😂"
pntradex,3,2024-10-05 21:06:44,wo log bohot aage badgaye jo log sab dharm ko acha lagta he aur humlog bas Hindu-muslim karte karte aisei umrh kat jayenge👽👽👽
tps_magnet,18,2024-10-05 20:36:31,Astagfirullah gulamulapulagula bolne mule ate honge😂😂😂
_impex___7773_,0,2024-10-05 20:34:29,Ab mulle comment me rasgulla rasgulla chillayenge 😂😂😂😂
vohra.farrukh,0,2024-10-05 20:29:29,SRK Andbahkto ka dil rakhte houy😂
aryan__agr__,0,2024-10-05 19:57:56,Sikho desh ke Muslim bhai dhrm ny karm acche hona chahie 🔥🕉️
its_ritik_70,0,2024-10-05 19:41:01,SRK ( Shekhar Radha Krishn )
kakde817,0,2024-10-05 19:14:30,Nako karu tu
maria_a_shaikh,0,2024-10-05 19:01:13,Besaram rang kaha dekha duniya walo na... andbhak bhool gaya kya SRK 😂😂😂
vishal_kumar2392,0,2024-10-05 18:37:56,❤️
_sunny.x1_sagar,3,2024-10-05 18:36:09,Jay shree Ganesh ji 🕉️🔥❤️
paswan_ji_amar_295,0,2024-10-05 18:31:00,❤️
fitayush_890,0,2024-10-05 18:09:25,😍
khalilkhan4604,0,2024-10-05 17:56:05,Muslim sabhi dharmon ki ijjat karte Hain
subhashkumarsingh988,0,2024-10-05 17:22:16,Don ko pakara ek hi badshah Ganesh maharaj👏👏👏👏👏👏
meadeshraj9793,0,2024-10-05 17:20:39,🕉️🕉️ Har har Mahadev 🕉️🕉️
mr.mrs.a.g.k.777.143,0,2024-10-05 17:12:25,🙏🙏🕉️
seemajewels,3,2024-10-05 16:57:13,GanpatiBappaMoriya 🕉️🕉️
izeeshan_1500,0,2024-10-05 16:53:21,Srk❤️
omprakashtiwari5046,199,2024-10-05 16:53:07,अच्छे दिन आ गए गर्भ से कहो जय जय श्री राम हर हर महादेव🕉️🕉️🕉️
dikshatanwar01,0,2024-10-05 16:31:59,😍😍🕉️
rajveer_shekahwat_10,0,2024-10-05 16:22:27,😍😍😍
arjunthakor_001,0,2024-10-05 16:06:22,😍😍😍
giashuddin7935,0,2024-10-05 16:04:52,😂😂😂😂
dekho_magar_pyar_se_56,0,2024-10-05 15:59:56,Kitno ki jali hogi 😂😂😂
faruk_khan533,0,2024-10-05 15:46:07,👏👏👏
badre_ana9162,0,2024-10-05 15:29:03,"Chalo koi baat nahi pelta to bhakt ki bahan ko hai na aur jija bhi 🕉️bhakt hai ,aur rahi baat shirk ki to hum kuch nahi Mera rab karega uske saath"
suryabasak81,0,2024-10-05 15:24:58,Halala Ke Aulad Ek Vi Nehi Hai Comments Box Per 😂
_monful_lifeline_7x,0,2024-10-05 15:23:28,इंसानियत से बढ़ा कोई धर्म नी हे SRK❤️
varun_____chadha,0,2024-10-05 15:13:11,❤️
prtapsing_19,3,2024-10-05 15:11:49,🙏🙏🙏👏👏👏🕉️🕉️
awesome_yashh,0,2024-10-05 15:08:33,Sayad Un Logo Ki G@*D Jal Gai Hogi...😂
rakeshofficial1997,0,2024-10-05 15:03:21,🕉️😍🔥❤️🙌🚩
kk__98246,0,2024-10-05 14:26:04,Aakhir aanaahi pada sanatan ke paas salo mullo
shibsankar331,0,2024-10-05 14:07:56,🕉️🙏❤️
mr._s.k._2.0,0,2024-10-05 13:29:40,Inhone sabit kr diya ki insaniyat se bda koi dharm nhi hota tabhi ye log itne aage hai
vidhwansak974,0,2024-10-05 13:28:26,Al takiya
sazidansari120595,0,2024-10-05 13:22:10,Allah malik hai eska
bihari_raj5692,0,2024-10-05 13:10:54,😍🙏
__balak__18__,0,2024-10-05 13:07:22,Galat comment krne valo tumhari maa ka .........
nothing_about._me._,0,2024-10-05 12:44:29,Sachcha musalman dusre relegion ki respect kr sakta hai lekin murti puja nhi ( respect all religions)
